country,Date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions,new_tests,total_tests,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,female_smokers,male_smokers,hospital_beds_per_thousand
USA,2020/5/5,1216208,24531,74765,2234,0.93,12620,53164,,,317703,8498994,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/6,1240767,24559,77057,2292,0.93,12480,52609,,,355514,8854508,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/7,1268179,27412,78979,1922,0.93,12135,51445,,,360889,9215397,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/8,1295017,26838,80727,1748,0.93,11786,49770,,,396525,9611922,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/9,1320153,25136,82268,1541,0.91,11504,48581,,,325962,9937884,0.1,10,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/10,1339020,18867,83241,973,0.9,11382,46735,1943,18995,242833,10180717,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/11,1358291,19271,84273,1032,0.9,11153,46550,,,315420,10496137,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/12,1381238,22947,85858,1585,0.91,11241,47343,,,413772,10909909,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/13,1401646,20408,87587,1729,0.92,10991,46921,,,448249,11358158,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/14,1428464,26818,89363,1776,0.94,10655,45923,,,450440,11808598,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/15,1453211,24747,91024,1661,0.95,10476,44553,,,448490,12257088,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/16,1477370,24159,92286,1262,0.94,10276,43515,,,359806,12616894,0.078,12.8,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/17,1495733,18363,93104,818,0.93,9945,42019,558,12050,302356,12919250,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/18,1518123,22390,94317,1213,0.94,9748,41940,,,348748,13267998,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/19,1539130,21007,95768,1451,0.95,9598,42023,,,427578,13695576,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/20,1561827,22697,97250,1482,0.96,9522,41856,,,457268,14152844,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/21,1587593,25766,98432,1182,0.96,9092,41359,,,457962,14610806,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/22,1611249,23656,99674,1242,0.96,9042,40008,,,486841,15097647,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/23,1632361,21112,100787,1113,0.94,8739,38625,,,385456,15483103,0.069,14.5,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/24,1652428,20067,101421,634,0.93,8491,37742,798,15345,342284,15825387,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/25,1671100,18672,102004,583,0.93,8467,37703,,,336612,16161999,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/26,1690750,19650,102682,678,0.94,8580,37751,,,457732,16619731,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/27,1709299,18549,104154,1472,0.95,8552,38300,,,559928,17179659,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/28,1731621,22322,105279,1125,0.97,8392,38000,,,536676,17716335,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/29,1756093,24472,106421,1142,0.98,8170,36942,,,539519,18255854,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/30,1779726,23633,107382,961,0.98,7960,35759,,,456016,18711870,0.065,15.4,tests performed,,,,,19.1,24.6,2.77
USA,2020/5/31,1798713,18987,108107,725,0.96,7625,34925,644,25227,372941,19084811,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/1,1816148,17435,108881,774,0.96,7592,34325,,,437432,19522243,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/2,1837651,21503,109855,974,0.97,7410,33956,,,524065,20046308,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/3,1857495,19844,110861,1006,0.98,7229,33227,,,590744,20637052,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/4,1879144,21649,111863,1002,0.99,7044,32802,,,623289,21260341,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/5,1904544,25400,112745,882,1,6921,32502,,,576012,21836353,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/6,1925704,21160,113433,688,0.99,6762,31994,,,467158,22303511,0.062,16.1,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/7,1943620,17916,113888,455,0.98,6501,31490,512,7048,406538,22710049,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/8,1961257,17637,114396,508,0.98,6398,31105,,,450600,23160649,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/9,1979639,18382,115313,917,1,6453,31179,,,560883,23721532,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/10,2000749,21110,116183,870,1.03,6256,30961,,,628710,24350242,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/11,2023881,23132,117013,830,1.06,6075,29850,,,610746,24960988,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/12,2048746,24865,117843,830,1.08,6009,29306,,,616203,25577191,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/13,2073954,25208,118587,744,1.08,5883,28578,,,530547,26107738,0.066,15.2,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/14,2092902,18948,118928,341,1.08,5749,28020,509,8055,412876,26520614,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/15,2112721,19819,119323,395,1.1,5700,28034,,,505676,27026290,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/16,2136391,23670,120132,809,1.13,5570,28370,,,673598,27699888,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/17,2163449,27058,120867,735,1.17,5608,28647,,,706235,28406123,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/18,2191971,28522,121558,691,1.2,5472,28538,,,701695,29107818,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/19,2223531,31560,122196,638,1.22,5337,28693,,,704807,29812625,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/20,2255800,32269,122770,574,1.23,5229,28084,,,584323,30396948,0.083,12,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/21,2280946,25146,123084,314,1.23,5195,28325,478,6829,424470,30821418,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/22,2313093,32147,123495,411,1.25,5325,28963,,,543472,31364890,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/23,2350156,37063,124241,746,1.27,5392,30355,,,701510,32066400,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/24,2386014,35858,124992,751,1.29,5292,31270,,,767076,32833476,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/25,2426329,40315,125534,542,1.3,5319,31922,,,774473,33607949,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/26,2472311,45982,126169,635,1.3,5290,31850,,,807394,34415343,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/27,2513651,41340,126671,502,1.28,5314,32566,,,694338,35109681,0.097,10.3,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/28,2554376,40725,126986,315,1.27,5252,32575,529,7784,565802,35675483,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/29,2595655,41279,127389,403,1.27,5389,33742,,,660030,36335513,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/6/30,2642081,46426,127980,591,1.27,5426,35337,,,853029,37188542,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/1,2693890,51809,128689,709,1.27,5492,36526,,,877589,38066131,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/2,2750517,56627,129432,743,1.26,5636,37646,,,849225,38915356,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/3,2801874,51357,130071,639,1.24,5597,37927,,,788403,39703759,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/4,2847553,45679,130379,308,1.22,5633,38281,,,608220,40311979,0.099,10.1,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/5,2898322,50769,130704,325,1.21,5653,38872,537,8142,516998,40828977,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/6,2941394,43072,131075,371,1.2,5678,39960,,,714279,41543256,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/7,3002036,60642,132238,1163,1.22,5838,41949,,,885632,42428888,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/8,3062146,60110,133079,841,1.22,5872,43207,,,968355,43397243,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/9,3124633,62487,134106,1027,1.22,5843,44051,,,992521,44389764,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/10,3192672,68039,134916,810,1.21,5899,51724,,,997028,45386792,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/11,3252687,60015,135649,733,1.18,5939,51982,,,828152,46214944,0.1,10,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/12,3311137,58450,136119,470,1.17,5930,52860,669,14467,681562,46896506,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/13,3370026,58889,136564,445,1.16,6063,54118,,,852276,47748782,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/14,3438038,68012,137491,927,1.16,6238,55678,,,991211,48739993,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/15,3506145,68107,138466,975,1.15,6328,56340,,,1026233,49766226,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/16,3581954,75809,139422,956,1.14,6349,57602,,,1009961,50776187,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/17,3654203,72249,140355,933,1.12,6451,57871,,,1034245,51810432,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/18,3716740,62537,141225,870,1.09,6397,57822,,,895310,52705742,0.089,11.2,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/19,3777211,60471,141691,466,1.07,6384,58052,714,13329,706258,53412000,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/20,3839293,62082,142256,565,1.06,6551,58518,,,889638,54301638,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/21,3903780,64487,143352,1096,1.06,6717,59476,,,1013137,55314775,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/22,3974341,70561,144578,1226,1.05,10460,59758,,,1092786,56407561,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/23,4042769,68428,145671,1093,1.05,10423,59860,,,1063618,57471179,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/24,4116070,73301,146774,1103,1.03,10389,59800,,,1052593,58523772,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/25,4180969,64899,147689,915,1.01,10380,59382,,,861135,59384907,0.084,11.9,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/26,4235816,54847,148223,534,0.99,10353,58731,950,14988,661736,60046643,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/27,4292554,56738,149348,1125,0.99,10328,58987,,,780279,60826922,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/28,4359003,66449,150692,1344,0.99,10463,57185,,,943597,61770519,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/29,4430816,71813,152125,1433,0.99,10535,57422,,,1018413,62788932,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/30,4498234,67418,153353,1228,0.98,10519,56571,,,1030178,63819110,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/7/31,4566931,68697,154585,1232,0.96,10473,55721,,,975611,64794721,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/1,4623105,56174,155669,1084,0.93,10450,54554,,,778710,65573431,0.074,13.5,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/2,4668652,45547,156098,429,0.91,10415,54106,945,17599,607325,66180756,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/3,4714173,45521,156679,581,0.91,10233,53517,,,749430,66930186,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/4,4772945,58772,158019,1340,0.92,10207,53436,,,859690,67789876,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/5,4827393,54448,159415,1396,0.92,9988,53435,,,940569,68730445,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/6,4886727,59334,160654,1239,0.93,9996,53219,,,966145,69696590,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/7,4945996,59269,161885,1231,0.93,9698,51327,,,992612,70689202,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/8,5000107,54111,162965,1080,0.92,9662,50071,,,793151,71482353,0.067,14.9,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/9,5045855,45748,163528,563,0.91,9307,48997,793,21064,617981,72100334,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/10,5093475,47620,164120,592,0.91,9209,48751,,,762204,72862538,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/11,5141430,47955,165140,1020,0.92,9135,48600,,,882516,73745054,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/12,5197413,55983,166644,1504,0.93,9564,48067,,,997889,74742943,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/13,5248690,51277,167710,1066,0.93,9480,47303,,,957911,75700854,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/14,5314012,65322,169049,1339,0.93,9277,45868,,,947017,76647871,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/15,5360914,46902,170057,1008,0.9,9087,44922,,,753674,77401545,0.06,16.7,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/16,5400103,39189,170662,605,0.88,8958,44155,843,14541,553835,77955380,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/17,5436757,36654,171152,490,0.88,8881,43614,,,659191,78614571,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/18,5481755,44998,172425,1273,0.89,8859,43840,,,881805,79496376,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/19,5529102,47347,173731,1306,0.9,8747,43406,,,978197,80474573,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/20,5572890,43788,174824,1093,0.9,8486,42109,,,975169,81449742,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/21,5621596,48706,175913,1089,0.9,8358,41049,,,940973,82390715,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/22,5664641,43045,176900,987,0.9,8207,40017,,,777857,83168572,0.054,18.5,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/23,5698902,34261,177397,497,0.89,7949,39064,773,11535,549441,83718013,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/24,5735502,36600,177871,474,0.9,7854,38806,,,650433,84368446,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/25,5775618,40116,179099,1228,0.92,7854,38831,,,881948,85250394,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/26,5820908,45290,180288,1189,0.93,7742,38515,,,993184,86243578,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/27,5866093,45185,181389,1101,0.94,7712,37498,,,994197,87237775,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/28,5913046,46953,182352,963,0.95,7564,37356,,,961258,88199033,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/29,5955722,42676,183254,902,0.94,7413,36516,,,781286,88980319,0.056,17.9,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/30,5990118,34396,183720,466,0.93,7268,35801,742,10080,608160,89588479,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/8/31,6025593,35475,184290,570,0.93,7047,35453,,,650352,90238831,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/9/1,6067260,41667,185337,1047,0.94,7084,35338,,,883753,91122584,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/9/2,6108200,40940,186397,1060,0.95,7091,35660,,,995304,92117888,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/9/3,6152285,44085,187429,1032,0.96,6923,34753,,,1008452,93126340,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/9/4,6202700,50415,188377,948,0.96,6922,34177,,,1038342,94164682,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/9/5,6245682,42982,189160,783,0.93,6766,33626,,,794645,94959327,0.053,18.9,tests performed,,,,,19.1,24.6,2.77
USA,2020/9/6,6276981,31299,189604,444,0.9,6700,32497,686,8507,557040,95516367,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/9/7,6300449,23468,189903,299,0.89,6630,32116,,,404947,95921314,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/9/8,6327884,27435,190355,452,0.9,6543,32339,,,644134,96565448,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/9/9,6361638,33754,191507,1152,0.93,6659,32653,,,925023,97490471,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/9/10,6397758,36120,192413,906,0.97,6522,32521,,,1059819,98550290,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/9/11,6445407,47649,193587,1174,1,6376,31530,,,1072351,99622641,,,tests performed,,,,,19.1,24.6,2.77
USA,2020/9/12,6486484,41077,194310,723,1,6451,30758,,,847060,100469701,0.051,19.6,tests performed,,,,,19.1,24.6,2.77
